"","Id","Id.Type","Standard.Value"
"563","CHEMBL3394202","chemblid",263
"564","CHEMBL3927481","chemblid",10
"565","CHEMBL3903118","chemblid",0.1
"566","CHEMBL3919021","chemblid",10
"567","CHEMBL1923612","chemblid",13
"568","CHEMBL3959917","chemblid",10000
"569","CHEMBL3930882","chemblid",10000
"570","CHEMBL3933573","chemblid",10000
"571","CHEMBL3916501","chemblid",100
"572","CHEMBL3892319","chemblid",100
"573","CHEMBL500468","chemblid",0.7
"574","CHEMBL2426666","chemblid",16.22
"575","CHEMBL2426685","chemblid",9.12
"576","CHEMBL2426676","chemblid",275.42
"577","CHEMBL3798155","chemblid",11
"578","CHEMBL3938683","chemblid",10
"579","CHEMBL3985389","chemblid",1000
"580","CHEMBL3925748","chemblid",1000
"581","CHEMBL3797531","chemblid",18
"582","CHEMBL3799883","chemblid",62
"583","CHEMBL3916659","chemblid",10
"584","CHEMBL3977241","chemblid",100
"585","CHEMBL3948746","chemblid",100
"586","CHEMBL3943159","chemblid",10
"587","CHEMBL3890296","chemblid",10
"588","CHEMBL3970856","chemblid",100
"589","CHEMBL3914259","chemblid",0.1
"590","CHEMBL3913486","chemblid",100
"591","CHEMBL1923513","chemblid",10000
"592","CHEMBL1923623","chemblid",0.1
"593","CHEMBL3940705","chemblid",0.1
"594","CHEMBL3971845","chemblid",100
"595","CHEMBL1923624","chemblid",10
"596","CHEMBL3985533","chemblid",500
"597","CHEMBL3983985","chemblid",10000
"598","CHEMBL3970827","chemblid",10
"599","CHEMBL3943228","chemblid",100
"600","CHEMBL2048822","chemblid",14
"601","CHEMBL3920816","chemblid",1000
"602","CHEMBL3958460","chemblid",10
"603","CHEMBL3800176","chemblid",1000
"604","CHEMBL3798204","chemblid",131
"605","CHEMBL2426667","chemblid",27.54
"606","CHEMBL2426669","chemblid",1122.02
"607","CHEMBL2426671","chemblid",1698.24
"608","CHEMBL3974802","chemblid",10000
"609","CHEMBL3938132","chemblid",100
"610","CHEMBL3900035","chemblid",100
"611","CHEMBL3981446","chemblid",1000
"612","CHEMBL3922056","chemblid",0.1
"613","CHEMBL3917385","chemblid",10
"614","CHEMBL3946348","chemblid",10
"615","CHEMBL243001","chemblid",4
"616","CHEMBL3958451","chemblid",10
"617","CHEMBL3921499","chemblid",10
"618","CHEMBL3974701","chemblid",10
"619","CHEMBL3981235","chemblid",1000
"620","CHEMBL3895776","chemblid",0.1
"621","CHEMBL3916727","chemblid",10000
"622","CHEMBL3900284","chemblid",10
"623","CHEMBL3977166","chemblid",1000
"624","CHEMBL1923638","chemblid",10
"625","CHEMBL3953033","chemblid",10
"626","CHEMBL3961641","chemblid",100
"627","CHEMBL3928050","chemblid",1000
"628","CHEMBL3958657","chemblid",100
"629","CHEMBL2048807","chemblid",408
