"","Id","Id.Type","Standard.Value"
"314",44576252,"cid","0.015"
"315",44576252,"cid","0.015"
"316",44576252,"cid","0.015"
"317",57422696,"cid","0.015"
"318",90666023,"cid","0.015"
"319",73347725,"cid","0.01585"
"320",6918297,"cid","0.0159"
"321",11329138,"cid","0.016"
"322",11329138,"cid","0.016"
"323",11476589,"cid","0.016"
"324",11846625,"cid","0.016"
"325",23648245,"cid","0.016"
"326",44409683,"cid","0.016"
"327",45265560,"cid","0.016"
"328",46882305,"cid","0.016"
"329",90665848,"cid","0.016"
"330",11124146,"cid","0.0162"
"331",56942855,"cid","0.0165"
"332",70681022,"cid","0.0165"
"333",11016748,"cid","0.0169"
"334",46880675,"cid","0.0177"
"335",6918297,"cid","0.018"
"336",11452801,"cid","0.018"
"337",11649239,"cid","0.018"
"338",11649239,"cid","0.018"
"339",16113580,"cid","0.018"
"340",16113580,"cid","0.018"
"341",25091011,"cid","0.018"
"342",44436883,"cid","0.018"
"343",44436889,"cid","0.018"
"344",44445625,"cid","0.0185"
"345",11154823,"cid","0.019"
"346",11282247,"cid","0.019"
"347",11282247,"cid","0.019"
"348",11538533,"cid","0.019"
"349",11677781,"cid","0.019"
"350",11692087,"cid","0.019"
"351",16113248,"cid","0.019"
"352",44409802,"cid","0.019"
"353",44409994,"cid","0.019"
"354",44576247,"cid","0.019"
"355",56942244,"cid","0.019"
"356",46880726,"cid","0.02"
"357",70689441,"cid","0.02"
"358",10918326,"cid","0.0201"
"359",11327400,"cid","0.021"
"360",11577349,"cid","0.021"
"361",16114098,"cid","0.021"
"362",44409455,"cid","0.021"
"363",44409666,"cid","0.021"
"364",44576247,"cid","0.021"
"365",44576248,"cid","0.021"
"366",46882306,"cid","0.021"
"367",122178610,"cid","0.021"
"368",11731384,"cid","0.0215"
"369",16113693,"cid","0.022"
"370",56942244,"cid","0.022"
"371",11827047,"cid","0.0227"
"372",9804938,"cid","0.0229"
"373",11337482,"cid","0.023"
"374",16114403,"cid","0.023"
"375",57422673,"cid","0.023"
"376",90666020,"cid","0.023"
"377",16113710,"cid","0.024"
"378",71451563,"cid","0.024"
"379",122180020,"cid","0.024"
"380",11605822,"cid","0.025"
"381",46880461,"cid","0.025"
"382",70686292,"cid","0.025"
"383",71453391,"cid","0.025"
"384",122178610,"cid","0.025"
"385",10186158,"cid","0.0256"
"386",46880569,"cid","0.026"
"387",70693640,"cid","0.026"
"388",25262771,"cid","0.027"
"389",44576247,"cid","0.027"
"390",90666042,"cid","0.027"
"391",44582537,"cid","0.0279"
"392",16113372,"cid","0.028"
"393",16114099,"cid","0.028"
"394",44576252,"cid","0.028"
"395",46882273,"cid","0.028"
"396",70683143,"cid","0.028"
"397",11329138,"cid","0.029"
"398",16113370,"cid","0.029"
"399",44394974,"cid","0.029"
"400",44445615,"cid","0.029"
"401",44576247,"cid","0.029"
"402",10186158,"cid","0.0295"
"403",46882805,"cid","0.03"
"404",53390538,"cid","0.0302"
"405",46880846,"cid","0.031"
"406",122180026,"cid","0.031"
"407",178024,"cid","0.032"
"408",10415364,"cid","0.032"
"409",11690097,"cid","0.032"
"410",16114404,"cid","0.032"
"411",16114404,"cid","0.032"
"412",44409775,"cid","0.032"
"413",44436829,"cid","0.032"
"414",44436885,"cid","0.032"
"415",44576247,"cid","0.032"
"416",90666014,"cid","0.032"
"417",16113692,"cid","0.033"
"418",44445596,"cid","0.033"
"419",56942385,"cid","0.033"
"420",118709504,"cid","0.033"
"421",46880771,"cid","0.0337"
"422",11248021,"cid","0.034"
"423",11677781,"cid","0.034"
"424",44409865,"cid","0.034"
"425",44445606,"cid","0.034"
"426",44436886,"cid","0.035"
"427",44409667,"cid","0.036"
"428",44576247,"cid","0.036"
"429",122180018,"cid","0.036"
"430",10032658,"cid","0.0362"
"431",11430583,"cid","0.037"
"432",11517629,"cid","0.037"
"433",11538533,"cid","0.037"
"434",44409975,"cid","0.037"
"435",53391301,"cid","0.03715"
"436",46880770,"cid","0.0372"
"437",16113002,"cid","0.038"
"438",44409678,"cid","0.038"
"439",44409763,"cid","0.038"
"440",44409989,"cid","0.038"
"441",60165265,"cid","0.038"
"442",71453390,"cid","0.038"
"443",11517629,"cid","0.039"
"444",11649248,"cid","0.039"
"445",11827047,"cid","0.039"
"446",44394833,"cid","0.039"
"447",44582536,"cid","0.0396"
"448",11452801,"cid","0.04"
"449",44409776,"cid","0.04"
"450",46882763,"cid","0.04"
"451",90666026,"cid","0.04"
"452",11455251,"cid","0.041"
"453",11669486,"cid","0.041"
"454",44409946,"cid","0.041"
"455",44576252,"cid","0.041"
"456",11605333,"cid","0.042"
"457",46880845,"cid","0.042"
"458",122178612,"cid","0.042"
"459",122180025,"cid","0.042"
"460",46880773,"cid","0.0422"
"461",11655355,"cid","0.043"
"462",44576247,"cid","0.043"
"463",56942387,"cid","0.043"
"464",16114290,"cid","0.044"
"465",25262608,"cid","0.044"
"466",44436831,"cid","0.044"
"467",90666015,"cid","0.044"
"468",11683469,"cid","0.045"
"469",44446189,"cid","0.045"
"470",46882804,"cid","0.046"
"471",46880498,"cid","0.0465"
"472",11751384,"cid","0.047"
"473",44394947,"cid","0.047"
"474",71453404,"cid","0.047"
"475",71462273,"cid","0.047"
"476",122180022,"cid","0.047"
"477",11179347,"cid","0.048"
